1.97,1.97,artifice-dev,1,1581525657,8G,,987,99,360060,25,128366,14,1980,99,302085,21,13843,246,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11352us,1249ms,958ms,9690us,11533us,69582us,390us,423us,949us,230us,237us,527us
1.97,1.97,artifice-dev,1,1581525506,8G,,981,99,355652,26,130676,14,1975,99,305167,21,14089,251,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10668us,1182ms,964ms,13110us,4890us,68156us,291us,391us,990us,262us,213us,294us
1.97,1.97,artifice-dev,1,1581525598,8G,,986,99,354851,27,129070,15,1976,99,305204,21,14110,246,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11921us,666ms,912ms,12097us,2550us,67978us,709us,414us,329us,5429us,192us,41us
1.97,1.97,artifice-dev,1,1581525506,8G,,973,99,354426,27,128652,15,1965,99,301385,22,14102,254,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12754us,650ms,867ms,9801us,10710us,66770us,271us,427us,874us,498us,40us,308us
1.97,1.97,artifice-dev,1,1581526407,8G,,900,94,334856,25,142497,16,1971,99,305557,21,14228,246,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,13914us,954ms,872ms,12135us,4077us,68621us,293us,465us,857us,858us,233us,307us
1.97,1.97,artifice-dev,1,1581526764,8G,,988,99,287585,22,117171,13,1973,99,304609,21,+++++,+++,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10874us,1791ms,859ms,7707us,3358us,67608us,187us,380us,569us,293us,6289us,765us
1.97,1.97,artifice-dev,1,1581526887,8G,,977,99,361875,27,143092,15,1962,99,301893,22,14318,243,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,13969us,1749ms,907ms,11226us,4168us,68222us,306us,424us,755us,497us,67us,633us
1.97,1.97,artifice-dev,1,1581526950,8G,,993,99,284560,22,128557,14,1955,99,303075,20,14013,237,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10753us,1443ms,928ms,5912us,176ms,67063us,267us,359us,576us,236us,23us,790us
1.97,1.97,artifice-dev,1,1581526344,8G,,976,99,358167,26,141909,16,1975,99,304670,21,14346,255,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12724us,135ms,882ms,8466us,9972us,65531us,380us,417us,487us,415us,184us,291us
1.97,1.97,artifice-dev,1,1581526487,8G,,989,99,284541,21,128253,15,1973,99,301686,21,14365,257,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,8711us,1838ms,911ms,7586us,10759us,67420us,712us,412us,272us,302us,186us,429us
575:[2020-02-12 10:11:41] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581526106,8G,,995,99,351265,27,141461,16,1984,99,305339,21,13896,249,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10936us,121ms,857ms,8521us,11102us,67775us,219us,339us,444us,854us,36us,411us
611:[2020-02-12 10:13:52] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581526154,8G,,957,99,283431,22,129063,14,1957,99,301353,22,14244,240,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12583us,1982ms,875ms,12646us,13047us,68410us,374us,396us,283us,394us,76us,386us
641:[2020-02-12 10:15:52] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536225,8G,,978,99,354371,27,141761,16,1977,99,301299,22,13916,244,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11004us,191ms,904ms,11161us,9634us,68583us,246us,406us,473us,164us,142us,313us
677:[2020-02-12 10:18:01] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536126,8G,,981,99,284449,22,134216,15,1967,99,292819,20,14047,253,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10334us,1269ms,849ms,12147us,62844us,67053us,473us,380us,316us,498us,103us,353us
709:[2020-02-12 10:20:03] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535894,8G,,983,99,326853,23,141685,16,1975,99,297551,21,13701,261,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12253us,869ms,886ms,8980us,177ms,65740us,624us,560us,425us,812us,276us,1278us
741:[2020-02-12 10:22:13] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536582,8G,,957,99,286197,19,129253,14,1768,99,316480,15,14015,261,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11824us,866ms,880ms,6629us,5801us,66923us,223us,319us,368us,557us,132us,530us
779:[2020-02-12 10:24:19] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581537017,8G,,974,99,354870,22,128281,14,1953,99,303689,21,14138,255,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10866us,1031ms,502ms,5662us,8013us,70080us,638us,349us,1124us,208us,41us,402us
807:[2020-02-12 10:24:19] <info> 26  | throughput: R m3.266e+05 c2.162e+04 v1.977e+08 
813:[2020-02-12 10:26:25] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536875,8G,,977,99,340701,24,127887,14,1977,99,302651,21,13848,252,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12430us,960ms,922ms,9834us,10338us,69666us,338us,365us,287us,172us,114us,296us
847:[2020-02-12 10:28:36] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536852,8G,,978,99,337320,25,122869,14,1970,99,295728,22,14148,247,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10796us,278ms,650ms,13796us,20241us,69387us,293us,6625us,357us,1377us,94us,293us
881:[2020-02-12 10:30:40] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581537023,8G,,973,99,392781,29,126802,14,1960,99,304638,21,13774,253,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12948us,1251ms,897ms,9955us,9314us,70103us,542us,284us,494us,380us,28us,640us
913:[2020-02-12 10:32:46] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535498,8G,,989,99,341510,26,128484,15,1971,99,303517,21,14659,229,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11282us,628ms,775ms,11852us,9961us,65734us,337us,426us,864us,779us,53us,684us
946:[2020-02-12 10:34:52] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535553,8G,,943,99,338887,23,130218,15,1982,99,302496,21,14470,264,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,13283us,1199ms,931ms,8917us,10104us,66045us,198us,329us,331us,854us,45us,315us
979:[2020-02-12 10:36:56] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536021,8G,,928,99,295906,21,141730,16,1975,99,305357,21,+++++,+++,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,14352us,1046ms,853ms,12362us,5423us,68497us,247us,422us,987us,157us,137us,325us
1012:[2020-02-12 10:39:01] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536168,8G,,999,99,285985,21,141400,16,1957,99,300172,22,14129,250,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12149us,1576ms,910ms,9714us,7220us,67764us,299us,328us,571us,234us,265us,952us
1045:[2020-02-12 10:41:40] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535428,8G,,977,99,149079,11,127943,15,1968,99,299280,21,+++++,+++,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11120us,18900ms,929ms,12383us,13576us,67298us,335us,403us,612us,187us,54us,535us
1078:[2020-02-12 10:43:39] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535352,8G,,981,99,351641,26,142540,16,1980,99,306927,20,14116,262,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,13378us,1452ms,610ms,9958us,9332us,65171us,407us,426us,622us,233us,153us,319us
1097:[2020-02-12 10:43:39] <trace> pilot_optimal_subsession_size(): subsession size: 2, auto. cor. coef.: 0.171606
1113:[2020-02-12 10:45:45] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535642,8G,,971,99,282096,20,140083,16,1987,99,298189,21,13989,244,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12357us,972ms,838ms,11121us,11090us,69458us,192us,452us,314us,171us,31us,297us
1148:[2020-02-12 10:47:57] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535529,8G,,968,99,283504,21,128935,15,1987,99,300508,23,14553,249,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,10940us,1464ms,969ms,11773us,8335us,67020us,429us,247us,1048us,421us,133us,968us
1183:[2020-02-12 10:49:56] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581539222,8G,,980,99,357201,26,141688,16,1980,99,299941,22,14109,249,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,8896us,909ms,869ms,10686us,8893us,69010us,735us,430us,484us,916us,60us,499us
1197:[2020-02-12 10:49:56] <trace> pilot_optimal_subsession_size(): subsession size: 8, auto. cor. coef.: -0.0641262
1228:[2020-02-12 10:52:07] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581539108,8G,,952,99,288825,21,128889,15,1980,99,302781,21,13925,266,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,15757us,1450ms,963ms,9206us,4710us,64302us,446us,842us,369us,374us,185us,426us
1265:[2020-02-12 10:54:12] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581538987,8G,,961,99,355738,26,128770,14,1945,99,305732,20,14084,262,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12223us,1468ms,978ms,10797us,6408us,64594us,226us,369us,365us,1940us,65us,548us
1297:[2020-02-12 10:54:12] <debug> No need to refresh analytical result
1302:[2020-02-12 10:56:12] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535687,8G,,976,99,351768,26,142496,16,1979,99,298635,22,14246,240,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11381us,200ms,972ms,8565us,4182us,67327us,460us,416us,637us,357us,85us,1236us
1339:[2020-02-12 10:58:23] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535842,8G,,988,99,284823,20,128857,14,1891,99,304344,20,13759,244,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12033us,1558ms,906ms,5856us,5738us,69041us,183us,452us,313us,613us,31us,998us
1376:[2020-02-12 11:00:22] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581535906,8G,,937,99,360474,26,141604,15,1983,99,304566,21,13970,232,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11641us,1307ms,942ms,10329us,3929us,69251us,354us,452us,334us,354us,80us,530us
1397:[2020-02-12 11:00:22] <trace> expected CI width: 306947
1429:[2020-02-12 11:02:32] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536203,8G,,992,99,284464,21,129202,14,1964,99,303363,20,13969,253,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12092us,1414ms,985ms,7104us,8239us,66866us,494us,349us,677us,740us,81us,463us
1464:[2020-02-12 11:04:37] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536127,8G,,942,99,358913,26,129291,14,1963,99,303584,20,14082,259,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12311us,1643ms,912ms,9145us,9167us,64568us,556us,404us,514us,588us,260us,405us
1497:[2020-02-12 11:04:37] <info> Starting workload round 46 with work_amount 0
1499:[2020-02-12 11:06:45] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536419,8G,,976,99,334105,23,128041,14,1942,99,304654,19,13361,251,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,14667us,1181ms,862ms,7766us,11427us,64956us,573us,299us,296us,918us,91us,586us
1534:[2020-02-12 11:08:50] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536718,8G,,947,99,346843,27,130406,14,1958,99,303550,20,13864,257,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,14683us,121ms,881ms,5615us,9989us,66241us,291us,530us,959us,905us,61us,697us
1569:[2020-02-12 11:11:00] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536279,8G,,956,99,292426,21,128643,15,1976,99,305868,19,14217,258,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,11038us,1428ms,947ms,11125us,8989us,65340us,360us,509us,288us,720us,256us,1484us
1597:[2020-02-12 11:11:00] <debug> refresh_wps_analysis_results(): WPS analysis is disabled
1604:[2020-02-12 11:13:12] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581536320,8G,,916,99,354502,25,118184,14,1943,99,301544,22,14267,236,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,13460us,1592ms,1019ms,14308us,12110us,68144us,673us,375us,610us,187us,37us,295us
1639:[2020-02-12 11:15:10] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581537264,8G,,977,99,366718,23,141877,15,1975,99,306187,21,14049,255,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12327us,138ms,937ms,11276us,9150us,66671us,786us,428us,1106us,243us,1682us,542us
1674:[2020-02-12 11:17:21] <info> Got output from client program: 1.97,1.97,artifice-dev,1,1581537127,8G,,948,99,288727,22,127714,15,1988,99,305662,20,14195,263,16,,,,,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,+++++,+++,12372us,2335ms,964ms,6036us,17171us,68232us,268us,452us,485us,1927us,51us,359us
1697:[2020-02-12 11:17:21] <trace> expected CI width: 307713
